Time IDCar NodeBegin NodeEnd Distance Velocity Latitude Longitude
5 740511 31156950 31156949 0,164 5,404 52,130332731829 21,1958937514487
5 740720 31156950 31156949 0,156 4,053 52,1302728953426 21,1959444744217
5 740797 31156950 31156949 0,156 5,404 52,1302728953426 21,1959444744217
5 740862 31156950 31156949 0,149 4,053 52,1302130588561 21,1959951973946
5 740887 32049282 32049280 0,071 23,08 52,2257067664357 21,0500358933765
5 740952 132225956 59842186 0,021 2,714 52,1733105720027 20,8392156243451
5 740957 31156950 31156949 0,149 5,404 52,1302130588561 21,1959951973946
5 740970 32320937 33199595 0,074 0 52,2086228658748 21,0141718320996
5 741017 32675474 32675472 0,104 1,358 52,1124794768128 21,111030765286
5 741127 31156950 31156949 0,141 4,053 52,1301532223696 21,1960459203676
5 741231 132460751 27282383 0,180 21,32 52,14523516759 20,9099618281584
5 741275 99350016 251881722 0,053 15,39 52,2188913386703 21,0945661129502
5 741338 31718366 31718331 0,119 13,10 52,1537198506593 20,9202076547148
5 741470 132460751 27282383 0,059 10,90 52,144391064328 20,9088506604383
5 741598 31156950 31156949 0,141 5,404 52,1301532223696 21,1960459203676
5 741622 35975940 252343345 0,150 27,29 52,2679418101955 21,0012180599473
5 741733 31156950 31156949 0,134 11,07 52,1300933858831 21,1960966433406
5 741742 131642290 131642292 0,214 11,36 52,2545148735509 21,1544211455594
5 741864 32675474 32675472 0,097 1,358 52,1124230949947 21,1110921774072
5 741942 201867156 32601859 0,030 9,905 52,2019142372611 20,9712451630671
5 742074 251774709 60054506 0,213 11,36 52,3396829001856 20,9557593461129
5 742086 131642290 131642292 0,211 10,94 52,2545293524226 21,1544459603516
5 742202 31718366 31718331 0,119 12,59 52,1537198506593 20,9202076547148
5 742242 253181910 27282448 0,108 19,67 52,1167116119007 20,8629519931924
5 742255 251774709 60054506 0,119 1,361 52,3403674620734 20,9549657101747
5 742259 201867156 32601859 0,062 4,324 52,2017742548292 20,971651808205
