Time(minutes) NodeBegin NodeEnd NrOfCars
1 59842210_252417594 59842210 252417594 163
1 34678024_34678023 34678024 34678023 27
1 247810696_252907846 247810696 252907846 4
1 253181910_27282448 253181910 27282448 6
1 207561458_207561462 207561458 207561462 23
1 35969470_35969472 35969470 35969472 38
1 34539001_252340039 34539001 252340039 81
1 29167829_27166897 29167829 27166897 32
1 32021985_32021986 32021985 32021986 12
1 32892124_32628661 32892124 32628661 23
1 27167104_27167105 27167104 27167105 10
1 254531334_254531335 254531334 254531335 1
1 32528049_32528038 32528049 32528038 0
1 254526110_254526091 254526110 254526091 12
1 32528082_32528068 32528082 32528068 57
1 206358265_206358237 206358265 206358237 3
1 31156950_31156949 31156950 31156949 85
1 31158851_34819772 31158851 34819772 10
1 257441139_32676762 257441139 32676762 38
1 32320949_32627809 32320949 32627809 1
1 32320963_32320965 32320963 32320965 49
1 32912934_32598967 32912934 32598967 28
1 32334001_32333999 32334001 32333999 26
1 35975940_252343345 35975940 252343345 90
1 34522494_34522484 34522494 34522484 65
1 32333989_41060238 32333989 41060238 49
1 52808302_52808298 52808302 52808298 40
1 Wawelska 30901479 32329842 19
1 Wawelska 32329842 32329843 20
1 Wawelska 32329843 54094101 21
1 Wawelska 54094101 32329844 21
1 Wawelska 32329844 32329845 20
1 Wawelska 32329845 32329846 20
1 Wawelska 32329846 32329847 21
1 Wawelska 32329847 32329848 22
1 Wawelska 32329848 32329849 19
1 Wawelska 32329849 32329852 11
1 Wawelska 32329852 32329851 5
2 31156945_31156947 31156945 31156947 17
2 27167600_27167599 27167600 27167599 47
2 36663554_36663553 36663554 36663553 1
2 34555050_252408161 34555050 252408161 29
2 34816514_34816516 34816514 34816516 36
2 31930544_31930533 31930544 31930533 1
2 36307573_36307574 36307573 36307574 25
2 31153918_252343340 31153918 252343340 0
2 32528050_32528037 32528050 32528037 0
2 32675842_32675840 32675842 32675840 39
2 28396135_32529959 28396135 32529959 8
2 32333980_32215286 32333980 32215286 91
2 34696733_34696730 34696733 34696730 24
2 132460751_27282383 132460751 27282383 159
2 251774709_60054506 251774709 60054506 99
2 32601849_32601847 32601849 32601847 16
2 252338817_216205781 252338817 216205781 2
2 34461446_34461444 34461446 34461444 139
2 254531306_254531307 254531306 254531307 28
2 253167893_253167894 253167893 253167894 18
2 252341855_34555652 252341855 34555652 47
2 34554753_34554755 34554753 34554755 15
2 131642290_131642292 131642290 131642292 0
2 251907737_26485601 251907737 26485601 43
2 32676754_32676755 32676754 32676755 9
2 55461850_26385831 55461850 26385831 7
2 27167174_34815626 27167174 34815626 24
2 35159250_35159252 35159250 35159252 0
2 36662877_27166975 36662877 27166975 85
2 32690965_32690955 32690965 32690955 175
2 35988349_27166983 35988349 27166983 51
2 34678020_34678019 34678020 34678019 15
2 252338966_34813430 252338966 34813430 60
2 251852560_34522515 251852560 34522515 79
2 31156666_252406520 31156666 252406520 17
2 34461526_254611758 34461526 254611758 167
2 261212841_261212839 261212841 261212839 1
2 34555059_252341930 34555059 252341930 13
2 216205665_252338939 216205665 252338939 410
2 251881964_27166951 251881964 27166951 6
2 32572883_32572882 32572883 32572882 7
2 132225956_59842186 132225956 59842186 74
2 32675474_32675472 32675474 32675472 1
2 258495253_258499924 258495253 258499924 6
2 32320937_33199595 32320937 33199595 2
2 35980955_35966858 35980955 35966858 4
2 259412303_259412293 259412303 259412293 14
2 32333962_32333963 32333962 32333963 14
2 31156924_31156925 31156924 31156925 57
2 261070705_261070706 261070705 261070706 13
2 34523712_34523711 34523712 34523711 117
2 34533187_209094332 34533187 209094332 82
2 32627805_38428535 32627805 38428535 12
2 31718366_31718331 31718366 31718331 51
2 252338828_216205914 252338828 216205914 2
2 252406516_84843008 252406516 84843008 32
2 32629251_32629265 32629251 32629265 0
2 36266781_36266773 36266781 36266773 6
2 31803703_33810540 31803703 33810540 36
2 31156660_34678010 31156660 34678010 46
2 34678002_97964818 34678002 97964818 27
2 32335043_26515509 32335043 26515509 74
2 99350016_251881722 99350016 251881722 84
2 26118690_254513587 26118690 254513587 30
2 32594635_32553383 32594635 32553383 24
2 31807244_252025700 31807244 252025700 0
2 31158725_212881026 31158725 212881026 18
2 27166924_27166922 27166924 27166922 3
2 32049282_32049280 32049282 32049280 184
2 209167552_209167555 209167552 209167555 9
2 201867156_32601859 201867156 32601859 42
2 254526173_254526132 254526173 254526132 46
2 59842203_59842200 59842203 59842200 110
2 59842210_252417594 59842210 252417594 111
2 34678024_34678023 34678024 34678023 31
2 247810696_252907846 247810696 252907846 2
2 253181910_27282448 253181910 27282448 0
2 207561458_207561462 207561458 207561462 58
2 35969470_35969472 35969470 35969472 8
2 34539001_252340039 34539001 252340039 164
2 29167829_27166897 29167829 27166897 28
2 32021985_32021986 32021985 32021986 7
2 32892124_32628661 32892124 32628661 36
2 27167104_27167105 27167104 27167105 6
2 254531334_254531335 254531334 254531335 0
2 32528049_32528038 32528049 32528038 0
2 254526110_254526091 254526110 254526091 0
2 32528082_32528068 32528082 32528068 22
2 206358265_206358237 206358265 206358237 48
2 31156950_31156949 31156950 31156949 15
2 31158851_34819772 31158851 34819772 0
2 257441139_32676762 257441139 32676762 10
2 32320949_32627809 32320949 32627809 0
2 32320963_32320965 32320963 32320965 45
2 32912934_32598967 32912934 32598967 52
2 32334001_32333999 32334001 32333999 80
2 35975940_252343345 35975940 252343345 67
2 34522494_34522484 34522494 34522484 84
2 32333989_41060238 32333989 41060238 39
2 52808302_52808298 52808302 52808298 3
2 Wawelska 30901479 32329842 2
2 Wawelska 32329842 32329843 2
2 Wawelska 32329843 54094101 2
2 Wawelska 54094101 32329844 2
2 Wawelska 32329844 32329845 3
2 Wawelska 32329845 32329846 3
2 Wawelska 32329846 32329847 3
2 Wawelska 32329847 32329848 3
2 Wawelska 32329848 32329849 7
2 Wawelska 32329849 32329852 15
2 Wawelska 32329852 32329851 20
3 31156945_31156947 31156945 31156947 20
3 27167600_27167599 27167600 27167599 40
3 36663554_36663553 36663554 36663553 3
3 34555050_252408161 34555050 252408161 39
3 34816514_34816516 34816514 34816516 28
3 31930544_31930533 31930544 31930533 11
3 36307573_36307574 36307573 36307574 15
3 31153918_252343340 31153918 252343340 4
3 32528050_32528037 32528050 32528037 0
3 32675842_32675840 32675842 32675840 17
3 28396135_32529959 28396135 32529959 18
3 32333980_32215286 32333980 32215286 151
3 34696733_34696730 34696733 34696730 7
3 132460751_27282383 132460751 27282383 30
3 251774709_60054506 251774709 60054506 14
3 32601849_32601847 32601849 32601847 7
3 252338817_216205781 252338817 216205781 5
3 34461446_34461444 34461446 34461444 153
3 254531306_254531307 254531306 254531307 39
3 253167893_253167894 253167893 253167894 26
3 252341855_34555652 252341855 34555652 50
3 34554753_34554755 34554753 34554755 7
3 131642290_131642292 131642290 131642292 2
3 251907737_26485601 251907737 26485601 22
3 32676754_32676755 32676754 32676755 20
3 55461850_26385831 55461850 26385831 5
3 27167174_34815626 27167174 34815626 9
3 35159250_35159252 35159250 35159252 0
3 36662877_27166975 36662877 27166975 22
3 32690965_32690955 32690965 32690955 176
3 35988349_27166983 35988349 27166983 85
3 34678020_34678019 34678020 34678019 18
3 252338966_34813430 252338966 34813430 74
3 251852560_34522515 251852560 34522515 22
3 31156666_252406520 31156666 252406520 24
3 34461526_254611758 34461526 254611758 112
3 261212841_261212839 261212841 261212839 1
3 34555059_252341930 34555059 252341930 57
3 216205665_252338939 216205665 252338939 137
3 251881964_27166951 251881964 27166951 0
3 32572883_32572882 32572883 32572882 4
3 132225956_59842186 132225956 59842186 78
3 32675474_32675472 32675474 32675472 7
3 258495253_258499924 258495253 258499924 6
3 32320937_33199595 32320937 33199595 19
3 35980955_35966858 35980955 35966858 3
3 259412303_259412293 259412303 259412293 9
3 32333962_32333963 32333962 32333963 38
3 31156924_31156925 31156924 31156925 40
3 261070705_261070706 261070705 261070706 2
3 34523712_34523711 34523712 34523711 73
3 34533187_209094332 34533187 209094332 37
3 32627805_38428535 32627805 38428535 11
3 31718366_31718331 31718366 31718331 15
3 252338828_216205914 252338828 216205914 2
3 252406516_84843008 252406516 84843008 5
3 32629251_32629265 32629251 32629265 17
3 36266781_36266773 36266781 36266773 12
3 31803703_33810540 31803703 33810540 28
3 31156660_34678010 31156660 34678010 48
3 34678002_97964818 34678002 97964818 61
3 32335043_26515509 32335043 26515509 40
3 99350016_251881722 99350016 251881722 68
3 26118690_254513587 26118690 254513587 6
3 32594635_32553383 32594635 32553383 18
3 31807244_252025700 31807244 252025700 0
3 31158725_212881026 31158725 212881026 25
3 27166924_27166922 27166924 27166922 3
3 32049282_32049280 32049282 32049280 181
3 209167552_209167555 209167552 209167555 9
3 201867156_32601859 201867156 32601859 60
3 254526173_254526132 254526173 254526132 6
3 59842203_59842200 59842203 59842200 113
3 59842210_252417594 59842210 252417594 110
3 34678024_34678023 34678024 34678023 30
3 247810696_252907846 247810696 252907846 4
3 253181910_27282448 253181910 27282448 3
3 207561458_207561462 207561458 207561462 15
3 35969470_35969472 35969470 35969472 0
3 34539001_252340039 34539001 252340039 221
3 29167829_27166897 29167829 27166897 53
3 32021985_32021986 32021985 32021986 0
3 32892124_32628661 32892124 32628661 18
3 27167104_27167105 27167104 27167105 17
3 254531334_254531335 254531334 254531335 0
3 32528049_32528038 32528049 32528038 0
3 254526110_254526091 254526110 254526091 3
3 32528082_32528068 32528082 32528068 57
3 206358265_206358237 206358265 206358237 17
3 31156950_31156949 31156950 31156949 18
3 31158851_34819772 31158851 34819772 14
3 257441139_32676762 257441139 32676762 35
3 32320949_32627809 32320949 32627809 0
3 32320963_32320965 32320963 32320965 20
3 32912934_32598967 32912934 32598967 10
3 32334001_32333999 32334001 32333999 32
3 35975940_252343345 35975940 252343345 44
3 34522494_34522484 34522494 34522484 32
3 32333989_41060238 32333989 41060238 54
3 52808302_52808298 52808302 52808298 3
3 Wawelska 30901479 32329842 38
3 Wawelska 32329842 32329843 38
3 Wawelska 32329843 54094101 38
3 Wawelska 54094101 32329844 37
3 Wawelska 32329844 32329845 37
3 Wawelska 32329845 32329846 37
3 Wawelska 32329846 32329847 30
3 Wawelska 32329847 32329848 18
3 Wawelska 32329848 32329849 14
3 Wawelska 32329849 32329852 6
3 Wawelska 32329852 32329851 0
4 31156945_31156947 31156945 31156947 34
4 27167600_27167599 27167600 27167599 44
4 36663554_36663553 36663554 36663553 3
4 34555050_252408161 34555050 252408161 39
4 34816514_34816516 34816514 34816516 36
4 31930544_31930533 31930544 31930533 1
4 36307573_36307574 36307573 36307574 8
4 31153918_252343340 31153918 252343340 5
4 32528050_32528037 32528050 32528037 1
4 32675842_32675840 32675842 32675840 74
4 28396135_32529959 28396135 32529959 21
4 32333980_32215286 32333980 32215286 91
4 34696733_34696730 34696733 34696730 33
4 132460751_27282383 132460751 27282383 179
4 251774709_60054506 251774709 60054506 16
4 32601849_32601847 32601849 32601847 8
4 252338817_216205781 252338817 216205781 0
4 34461446_34461444 34461446 34461444 79
4 254531306_254531307 254531306 254531307 29
4 253167893_253167894 253167893 253167894 26
4 252341855_34555652 252341855 34555652 42
4 34554753_34554755 34554753 34554755 14
4 131642290_131642292 131642290 131642292 0
4 251907737_26485601 251907737 26485601 30
4 32676754_32676755 32676754 32676755 14
4 55461850_26385831 55461850 26385831 10
4 27167174_34815626 27167174 34815626 8
4 35159250_35159252 35159250 35159252 0
4 36662877_27166975 36662877 27166975 102
4 32690965_32690955 32690965 32690955 58
4 35988349_27166983 35988349 27166983 42
4 34678020_34678019 34678020 34678019 24
4 252338966_34813430 252338966 34813430 46
4 251852560_34522515 251852560 34522515 53
4 31156666_252406520 31156666 252406520 31
4 34461526_254611758 34461526 254611758 95
4 261212841_261212839 261212841 261212839 0
4 34555059_252341930 34555059 252341930 29
4 216205665_252338939 216205665 252338939 126
4 251881964_27166951 251881964 27166951 10
4 32572883_32572882 32572883 32572882 12
4 132225956_59842186 132225956 59842186 80
4 32675474_32675472 32675474 32675472 0
4 258495253_258499924 258495253 258499924 14
4 32320937_33199595 32320937 33199595 0
4 35980955_35966858 35980955 35966858 1
4 259412303_259412293 259412303 259412293 45
4 32333962_32333963 32333962 32333963 27
4 31156924_31156925 31156924 31156925 80
4 261070705_261070706 261070705 261070706 2
4 34523712_34523711 34523712 34523711 61
4 34533187_209094332 34533187 209094332 80
4 32627805_38428535 32627805 38428535 11
4 31718366_31718331 31718366 31718331 45
4 252338828_216205914 252338828 216205914 0
4 252406516_84843008 252406516 84843008 25
4 32629251_32629265 32629251 32629265 0
4 36266781_36266773 36266781 36266773 10
4 31803703_33810540 31803703 33810540 32
4 31156660_34678010 31156660 34678010 46
4 34678002_97964818 34678002 97964818 11
4 32335043_26515509 32335043 26515509 72
4 99350016_251881722 99350016 251881722 11
4 26118690_254513587 26118690 254513587 30
4 32594635_32553383 32594635 32553383 22
4 31807244_252025700 31807244 252025700 2
4 31158725_212881026 31158725 212881026 25
4 27166924_27166922 27166924 27166922 21
4 32049282_32049280 32049282 32049280 107
4 209167552_209167555 209167552 209167555 6
4 201867156_32601859 201867156 32601859 73
4 254526173_254526132 254526173 254526132 3
4 59842203_59842200 59842203 59842200 82
4 59842210_252417594 59842210 252417594 75
4 34678024_34678023 34678024 34678023 33
4 247810696_252907846 247810696 252907846 3
4 253181910_27282448 253181910 27282448 3
4 207561458_207561462 207561458 207561462 25
4 35969470_35969472 35969470 35969472 25
4 34539001_252340039 34539001 252340039 105
4 29167829_27166897 29167829 27166897 12
4 32021985_32021986 32021985 32021986 1
4 32892124_32628661 32892124 32628661 47
4 27167104_27167105 27167104 27167105 19
4 254531334_254531335 254531334 254531335 0
4 32528049_32528038 32528049 32528038 0
4 254526110_254526091 254526110 254526091 1
4 32528082_32528068 32528082 32528068 25
4 206358265_206358237 206358265 206358237 11
4 31156950_31156949 31156950 31156949 17
4 31158851_34819772 31158851 34819772 0
4 257441139_32676762 257441139 32676762 12
4 32320949_32627809 32320949 32627809 0
4 32320963_32320965 32320963 32320965 20
4 32912934_32598967 32912934 32598967 43
4 32334001_32333999 32334001 32333999 58
4 35975940_252343345 35975940 252343345 51
4 34522494_34522484 34522494 34522484 94
4 32333989_41060238 32333989 41060238 53
4 52808302_52808298 52808302 52808298 3
4 Wawelska 30901479 32329842 1
4 Wawelska 32329842 32329843 1
4 Wawelska 32329843 54094101 1
4 Wawelska 54094101 32329844 1
4 Wawelska 32329844 32329845 1
4 Wawelska 32329845 32329846 1
4 Wawelska 32329846 32329847 8
4 Wawelska 32329847 32329848 20
4 Wawelska 32329848 32329849 24
4 Wawelska 32329849 32329852 32
4 Wawelska 32329852 32329851 37
5 31156945_31156947 31156945 31156947 24
5 27167600_27167599 27167600 27167599 82
5 36663554_36663553 36663554 36663553 4
5 34555050_252408161 34555050 252408161 42
5 34816514_34816516 34816514 34816516 23
5 31930544_31930533 31930544 31930533 11
5 36307573_36307574 36307573 36307574 2
5 31153918_252343340 31153918 252343340 12
5 32528050_32528037 32528050 32528037 0
5 32675842_32675840 32675842 32675840 10
5 28396135_32529959 28396135 32529959 6
5 32333980_32215286 32333980 32215286 48
5 34696733_34696730 34696733 34696730 3
5 132460751_27282383 132460751 27282383 16
5 251774709_60054506 251774709 60054506 13
5 32601849_32601847 32601849 32601847 8
5 252338817_216205781 252338817 216205781 3
5 34461446_34461444 34461446 34461444 106
5 254531306_254531307 254531306 254531307 50
5 253167893_253167894 253167893 253167894 27
5 252341855_34555652 252341855 34555652 48
5 34554753_34554755 34554753 34554755 8
5 131642290_131642292 131642290 131642292 0
5 251907737_26485601 251907737 26485601 36
5 32676754_32676755 32676754 32676755 19
5 55461850_26385831 55461850 26385831 3
5 27167174_34815626 27167174 34815626 10
5 35159250_35159252 35159250 35159252 0
5 36662877_27166975 36662877 27166975 17
5 32690965_32690955 32690965 32690955 49
5 35988349_27166983 35988349 27166983 119
5 34678020_34678019 34678020 34678019 20
5 252338966_34813430 252338966 34813430 32
5 251852560_34522515 251852560 34522515 13
5 31156666_252406520 31156666 252406520 14
5 34461526_254611758 34461526 254611758 96
5 261212841_261212839 261212841 261212839 1
5 34555059_252341930 34555059 252341930 70
5 216205665_252338939 216205665 252338939 117
5 251881964_27166951 251881964 27166951 0
5 32572883_32572882 32572883 32572882 4
5 132225956_59842186 132225956 59842186 31
5 32675474_32675472 32675474 32675472 5
5 258495253_258499924 258495253 258499924 5
5 32320937_33199595 32320937 33199595 16
5 35980955_35966858 35980955 35966858 2
5 259412303_259412293 259412303 259412293 21
5 32333962_32333963 32333962 32333963 67
5 31156924_31156925 31156924 31156925 40
5 261070705_261070706 261070705 261070706 12
5 34523712_34523711 34523712 34523711 55
5 34533187_209094332 34533187 209094332 60
5 32627805_38428535 32627805 38428535 7
5 31718366_31718331 31718366 31718331 8
5 252338828_216205914 252338828 216205914 1
5 252406516_84843008 252406516 84843008 7
5 32629251_32629265 32629251 32629265 5
5 36266781_36266773 36266781 36266773 13
5 31803703_33810540 31803703 33810540 34
5 31156660_34678010 31156660 34678010 44
5 34678002_97964818 34678002 97964818 67
5 32335043_26515509 32335043 26515509 23
5 99350016_251881722 99350016 251881722 63
5 26118690_254513587 26118690 254513587 16
5 32594635_32553383 32594635 32553383 17
5 31807244_252025700 31807244 252025700 0
5 31158725_212881026 31158725 212881026 24
5 27166924_27166922 27166924 27166922 6
5 32049282_32049280 32049282 32049280 60
5 209167552_209167555 209167552 209167555 14
5 201867156_32601859 201867156 32601859 40
5 254526173_254526132 254526173 254526132 1
5 59842203_59842200 59842203 59842200 25
5 59842210_252417594 59842210 252417594 27
5 34678024_34678023 34678024 34678023 24
5 247810696_252907846 247810696 252907846 1
5 253181910_27282448 253181910 27282448 12
5 207561458_207561462 207561458 207561462 23
5 35969470_35969472 35969470 35969472 6
5 34539001_252340039 34539001 252340039 109
5 29167829_27166897 29167829 27166897 72
5 32021985_32021986 32021985 32021986 2
5 32892124_32628661 32892124 32628661 29
5 27167104_27167105 27167104 27167105 14
5 254531334_254531335 254531334 254531335 0
5 32528049_32528038 32528049 32528038 0
5 254526110_254526091 254526110 254526091 2
5 32528082_32528068 32528082 32528068 59
5 206358265_206358237 206358265 206358237 16
5 31156950_31156949 31156950 31156949 17
5 31158851_34819772 31158851 34819772 24
5 257441139_32676762 257441139 32676762 19
5 32320949_32627809 32320949 32627809 0
5 32320963_32320965 32320963 32320965 23
5 32912934_32598967 32912934 32598967 27
5 32334001_32333999 32334001 32333999 38
5 35975940_252343345 35975940 252343345 62
5 34522494_34522484 34522494 34522484 58
5 32333989_41060238 32333989 41060238 46
5 52808302_52808298 52808302 52808298 3
5 Wawelska 30901479 32329842 27
5 Wawelska 32329842 32329843 26
5 Wawelska 32329843 54094101 26
5 Wawelska 54094101 32329844 24
5 Wawelska 32329844 32329845 24
5 Wawelska 32329845 32329846 24
5 Wawelska 32329846 32329847 23
5 Wawelska 32329847 32329848 18
5 Wawelska 32329848 32329849 14
5 Wawelska 32329849 32329852 6
5 Wawelska 32329852 32329851 0
6 31156945_31156947 31156945 31156947 38
6 27167600_27167599 27167600 27167599 62
6 36663554_36663553 36663554 36663553 2
6 34555050_252408161 34555050 252408161 34
6 34816514_34816516 34816514 34816516 25
6 31930544_31930533 31930544 31930533 0
6 36307573_36307574 36307573 36307574 14
6 31153918_252343340 31153918 252343340 1
6 32528050_32528037 32528050 32528037 0
6 32675842_32675840 32675842 32675840 58
6 28396135_32529959 28396135 32529959 10
6 32333980_32215286 32333980 32215286 42
6 34696733_34696730 34696733 34696730 40
6 132460751_27282383 132460751 27282383 203
6 251774709_60054506 251774709 60054506 15
6 32601849_32601847 32601849 32601847 6
6 252338817_216205781 252338817 216205781 30
6 34461446_34461444 34461446 34461444 18
6 254531306_254531307 254531306 254531307 28
6 253167893_253167894 253167893 253167894 17
6 252341855_34555652 252341855 34555652 42
6 34554753_34554755 34554753 34554755 6
6 131642290_131642292 131642290 131642292 0
6 251907737_26485601 251907737 26485601 28
6 32676754_32676755 32676754 32676755 6
6 55461850_26385831 55461850 26385831 13
6 27167174_34815626 27167174 34815626 19
6 35159250_35159252 35159250 35159252 0
6 36662877_27166975 36662877 27166975 100
6 32690965_32690955 32690965 32690955 38
6 35988349_27166983 35988349 27166983 40
6 34678020_34678019 34678020 34678019 14
6 252338966_34813430 252338966 34813430 40
6 251852560_34522515 251852560 34522515 70
6 31156666_252406520 31156666 252406520 25
6 34461526_254611758 34461526 254611758 58
6 261212841_261212839 261212841 261212839 0
6 34555059_252341930 34555059 252341930 28
6 216205665_252338939 216205665 252338939 72
6 251881964_27166951 251881964 27166951 1
6 32572883_32572882 32572883 32572882 14
6 132225956_59842186 132225956 59842186 29
6 32675474_32675472 32675474 32675472 7
6 258495253_258499924 258495253 258499924 7
6 32320937_33199595 32320937 33199595 1
6 35980955_35966858 35980955 35966858 1
6 259412303_259412293 259412303 259412293 9
6 32333962_32333963 32333962 32333963 30
6 31156924_31156925 31156924 31156925 74
6 261070705_261070706 261070705 261070706 11
6 34523712_34523711 34523712 34523711 37
6 34533187_209094332 34533187 209094332 47
6 32627805_38428535 32627805 38428535 7
6 31718366_31718331 31718366 31718331 34
6 252338828_216205914 252338828 216205914 9
6 252406516_84843008 252406516 84843008 22
6 32629251_32629265 32629251 32629265 0
6 36266781_36266773 36266781 36266773 16
6 31803703_33810540 31803703 33810540 28
6 31156660_34678010 31156660 34678010 32
6 34678002_97964818 34678002 97964818 6
6 32335043_26515509 32335043 26515509 48
6 99350016_251881722 99350016 251881722 17
6 26118690_254513587 26118690 254513587 20
6 32594635_32553383 32594635 32553383 21
6 31807244_252025700 31807244 252025700 1
6 31158725_212881026 31158725 212881026 20
6 27166924_27166922 27166924 27166922 5
6 32049282_32049280 32049282 32049280 5
6 209167552_209167555 209167552 209167555 4
6 201867156_32601859 201867156 32601859 28
6 254526173_254526132 254526173 254526132 3
6 59842203_59842200 59842203 59842200 17
6 59842210_252417594 59842210 252417594 14
6 34678024_34678023 34678024 34678023 27
6 247810696_252907846 247810696 252907846 1
6 253181910_27282448 253181910 27282448 8
6 207561458_207561462 207561458 207561462 46
6 35969470_35969472 35969470 35969472 10
6 34539001_252340039 34539001 252340039 76
6 29167829_27166897 29167829 27166897 18
6 32021985_32021986 32021985 32021986 5
6 32892124_32628661 32892124 32628661 54
6 27167104_27167105 27167104 27167105 10
6 254531334_254531335 254531334 254531335 0
6 32528049_32528038 32528049 32528038 0
6 254526110_254526091 254526110 254526091 2
6 32528082_32528068 32528082 32528068 33
6 206358265_206358237 206358265 206358237 34
6 31156950_31156949 31156950 31156949 14
6 31158851_34819772 31158851 34819772 1
6 257441139_32676762 257441139 32676762 2
6 32320949_32627809 32320949 32627809 0
6 32320963_32320965 32320963 32320965 17
6 32912934_32598967 32912934 32598967 52
6 32334001_32333999 32334001 32333999 50
6 35975940_252343345 35975940 252343345 48
6 34522494_34522484 34522494 34522484 34
6 32333989_41060238 32333989 41060238 16
6 52808302_52808298 52808302 52808298 3
6 Wawelska 30901479 32329842 2
6 Wawelska 32329842 32329843 2
6 Wawelska 32329843 54094101 0
6 Wawelska 54094101 32329844 0
6 Wawelska 32329844 32329845 0
6 Wawelska 32329845 32329846 0
6 Wawelska 32329846 32329847 1
6 Wawelska 32329847 32329848 6
6 Wawelska 32329848 32329849 10
6 Wawelska 32329849 32329852 18
6 Wawelska 32329852 32329851 24
