Time(minutes) NodeBegin NodeEnd NrOfCars
3 131642290_131642292 131642290 131642292 0
3 251907737_26485601 251907737 26485601 19
3 32676754_32676755 32676754 32676755 22
3 55461850_26385831 55461850 26385831 6
3 27167174_34815626 27167174 34815626 27
3 35159250_35159252 35159250 35159252 0
3 36662877_27166975 36662877 27166975 20
3 32690965_32690955 32690965 32690955 172
3 35988349_27166983 35988349 27166983 71
3 34678020_34678019 34678020 34678019 15
3 252338966_34813430 252338966 34813430 68
3 251852560_34522515 251852560 34522515 20
3 31156666_252406520 31156666 252406520 28
3 34461526_254611758 34461526 254611758 108
3 261212841_261212839 261212841 261212839 0
3 34555059_252341930 34555059 252341930 52
3 216205665_252338939 216205665 252338939 124
3 251881964_27166951 251881964 27166951 1
3 32572883_32572882 32572883 32572882 4
3 132225956_59842186 132225956 59842186 87
3 32675474_32675472 32675474 32675472 4
3 258495253_258499924 258495253 258499924 7
3 32320937_33199595 32320937 33199595 18
3 35980955_35966858 35980955 35966858 2
3 259412303_259412293 259412303 259412293 9
3 32333962_32333963 32333962 32333963 39
3 31156924_31156925 31156924 31156925 43
3 261070705_261070706 261070705 261070706 3
3 34523712_34523711 34523712 34523711 93
3 34533187_209094332 34533187 209094332 34
3 32627805_38428535 32627805 38428535 10
3 31718366_31718331 31718366 31718331 7
3 252338828_216205914 252338828 216205914 1
3 252406516_84843008 252406516 84843008 6
3 32629251_32629265 32629251 32629265 21
3 36266781_36266773 36266781 36266773 13
3 31803703_33810540 31803703 33810540 41
3 31156660_34678010 31156660 34678010 57
3 34678002_97964818 34678002 97964818 71
3 32335043_26515509 32335043 26515509 32
3 99350016_251881722 99350016 251881722 72
3 26118690_254513587 26118690 254513587 3
3 32594635_32553383 32594635 32553383 20
3 31807244_252025700 31807244 252025700 1
3 31158725_212881026 31158725 212881026 21
3 27166924_27166922 27166924 27166922 2
3 32049282_32049280 32049282 32049280 202
3 209167552_209167555 209167552 209167555 6
3 201867156_32601859 201867156 32601859 48
3 254526173_254526132 254526173 254526132 1
3 59842203_59842200 59842203 59842200 113
3 59842210_252417594 59842210 252417594 111
3 34678024_34678023 34678024 34678023 32
3 247810696_252907846 247810696 252907846 1
3 253181910_27282448 253181910 27282448 3
3 207561458_207561462 207561458 207561462 13
3 35969470_35969472 35969470 35969472 3
3 34539001_252340039 34539001 252340039 212
3 29167829_27166897 29167829 27166897 50
3 32021985_32021986 32021985 32021986 0
3 32892124_32628661 32892124 32628661 14
3 27167104_27167105 27167104 27167105 18
3 254531334_254531335 254531334 254531335 0
3 32528049_32528038 32528049 32528038 0
3 254526110_254526091 254526110 254526091 1
3 32528082_32528068 32528082 32528068 70
3 206358265_206358237 206358265 206358237 16
3 31156950_31156949 31156950 31156949 13
3 31158851_34819772 31158851 34819772 14
3 257441139_32676762 257441139 32676762 25
3 32320949_32627809 32320949 32627809 0
3 32320963_32320965 32320963 32320965 18
3 32912934_32598967 32912934 32598967 9
3 32334001_32333999 32334001 32333999 29
3 35975940_252343345 35975940 252343345 38
3 34522494_34522484 34522494 34522484 32
3 32333989_41060238 32333989 41060238 74
3 52808302_52808298 52808302 52808298 11
3 Wawelska 30901479 32329842 45
3 Wawelska 32329842 32329843 45
3 Wawelska 32329843 54094101 45
3 Wawelska 54094101 32329844 44
3 Wawelska 32329844 32329845 44
3 Wawelska 32329845 32329846 44
3 Wawelska 32329846 32329847 30
3 Wawelska 32329847 32329848 18
3 Wawelska 32329848 32329849 14
3 Wawelska 32329849 32329852 6
3 Wawelska 32329852 32329851 0
4 31156945_31156947 31156945 31156947 34
4 27167600_27167599 27167600 27167599 49
4 36663554_36663553 36663554 36663553 1
4 34555050_252408161 34555050 252408161 36
4 34816514_34816516 34816514 34816516 30
4 31930544_31930533 31930544 31930533 0
4 36307573_36307574 36307573 36307574 8
4 31153918_252343340 31153918 252343340 6
4 32528050_32528037 32528050 32528037 0
4 32675842_32675840 32675842 32675840 60
4 28396135_32529959 28396135 32529959 17
4 32333980_32215286 32333980 32215286 101
4 34696733_34696730 34696733 34696730 29
4 132460751_27282383 132460751 27282383 148
4 251774709_60054506 251774709 60054506 9
4 32601849_32601847 32601849 32601847 8
4 252338817_216205781 252338817 216205781 0
4 34461446_34461444 34461446 34461444 88
4 254531306_254531307 254531306 254531307 40
4 253167893_253167894 253167893 253167894 24
4 252341855_34555652 252341855 34555652 30
4 34554753_34554755 34554753 34554755 11
4 131642290_131642292 131642290 131642292 1
4 251907737_26485601 251907737 26485601 28
4 32676754_32676755 32676754 32676755 10
4 55461850_26385831 55461850 26385831 11
4 27167174_34815626 27167174 34815626 2
4 35159250_35159252 35159250 35159252 0
4 36662877_27166975 36662877 27166975 99
4 32690965_32690955 32690965 32690955 70
4 35988349_27166983 35988349 27166983 50
4 34678020_34678019 34678020 34678019 25
4 252338966_34813430 252338966 34813430 63
4 251852560_34522515 251852560 34522515 55
4 31156666_252406520 31156666 252406520 29
4 34461526_254611758 34461526 254611758 96
4 261212841_261212839 261212841 261212839 0
4 34555059_252341930 34555059 252341930 34
4 216205665_252338939 216205665 252338939 121
4 251881964_27166951 251881964 27166951 2
4 32572883_32572882 32572883 32572882 16
4 132225956_59842186 132225956 59842186 83
4 32675474_32675472 32675474 32675472 2
4 258495253_258499924 258495253 258499924 13
4 32320937_33199595 32320937 33199595 0
4 35980955_35966858 35980955 35966858 3
4 259412303_259412293 259412303 259412293 45
4 32333962_32333963 32333962 32333963 36
4 31156924_31156925 31156924 31156925 77
4 261070705_261070706 261070705 261070706 3
4 34523712_34523711 34523712 34523711 48
4 34533187_209094332 34533187 209094332 59
4 32627805_38428535 32627805 38428535 14
4 31718366_31718331 31718366 31718331 45
4 252338828_216205914 252338828 216205914 0
4 252406516_84843008 252406516 84843008 21
4 32629251_32629265 32629251 32629265 0
4 36266781_36266773 36266781 36266773 11
4 31803703_33810540 31803703 33810540 18
4 31156660_34678010 31156660 34678010 43
4 34678002_97964818 34678002 97964818 11
4 32335043_26515509 32335043 26515509 78
4 99350016_251881722 99350016 251881722 13
4 26118690_254513587 26118690 254513587 37
4 32594635_32553383 32594635 32553383 22
4 31807244_252025700 31807244 252025700 2
4 31158725_212881026 31158725 212881026 23
4 27166924_27166922 27166924 27166922 19
4 32049282_32049280 32049282 32049280 109
4 209167552_209167555 209167552 209167555 9
4 201867156_32601859 201867156 32601859 85
4 254526173_254526132 254526173 254526132 6
4 59842203_59842200 59842203 59842200 97
4 59842210_252417594 59842210 252417594 85
4 34678024_34678023 34678024 34678023 25
4 247810696_252907846 247810696 252907846 6
4 253181910_27282448 253181910 27282448 11
4 207561458_207561462 207561458 207561462 21
4 35969470_35969472 35969470 35969472 5
4 34539001_252340039 34539001 252340039 118
4 29167829_27166897 29167829 27166897 17
4 32021985_32021986 32021985 32021986 2
4 32892124_32628661 32892124 32628661 64
4 27167104_27167105 27167104 27167105 17
4 254531334_254531335 254531334 254531335 0
4 32528049_32528038 32528049 32528038 0
4 254526110_254526091 254526110 254526091 2
4 32528082_32528068 32528082 32528068 16
4 206358265_206358237 206358265 206358237 17
4 31156950_31156949 31156950 31156949 17
4 31158851_34819772 31158851 34819772 0
4 257441139_32676762 257441139 32676762 25
4 32320949_32627809 32320949 32627809 0
4 32320963_32320965 32320963 32320965 32
4 32912934_32598967 32912934 32598967 56
4 32334001_32333999 32334001 32333999 66
4 35975940_252343345 35975940 252343345 59
4 34522494_34522484 34522494 34522484 76
4 32333989_41060238 32333989 41060238 32
4 52808302_52808298 52808302 52808298 1
4 Wawelska 30901479 32329842 1
4 Wawelska 32329842 32329843 0
4 Wawelska 32329843 54094101 0
4 Wawelska 54094101 32329844 0
4 Wawelska 32329844 32329845 0
4 Wawelska 32329845 32329846 0
4 Wawelska 32329846 32329847 14
4 Wawelska 32329847 32329848 26
4 Wawelska 32329848 32329849 30
4 Wawelska 32329849 32329852 38
4 Wawelska 32329852 32329851 43
5 31156945_31156947 31156945 31156947 19
5 27167600_27167599 27167600 27167599 85
5 36663554_36663553 36663554 36663553 5
5 34555050_252408161 34555050 252408161 37
5 34816514_34816516 34816514 34816516 38
5 31930544_31930533 31930544 31930533 13
5 36307573_36307574 36307573 36307574 4
5 31153918_252343340 31153918 252343340 8
5 32528050_32528037 32528050 32528037 0
5 32675842_32675840 32675842 32675840 27
5 28396135_32529959 28396135 32529959 7
5 32333980_32215286 32333980 32215286 45
5 34696733_34696730 34696733 34696730 3
5 132460751_27282383 132460751 27282383 38
5 251774709_60054506 251774709 60054506 20
5 32601849_32601847 32601849 32601847 6
5 252338817_216205781 252338817 216205781 1
5 34461446_34461444 34461446 34461444 106
5 254531306_254531307 254531306 254531307 35
5 253167893_253167894 253167893 253167894 28
5 252341855_34555652 252341855 34555652 60
5 34554753_34554755 34554753 34554755 9
5 131642290_131642292 131642290 131642292 0
5 251907737_26485601 251907737 26485601 29
5 32676754_32676755 32676754 32676755 23
5 55461850_26385831 55461850 26385831 10
5 27167174_34815626 27167174 34815626 18
5 35159250_35159252 35159250 35159252 0
5 36662877_27166975 36662877 27166975 13
5 32690965_32690955 32690965 32690955 39
5 35988349_27166983 35988349 27166983 118
5 34678020_34678019 34678020 34678019 14
5 252338966_34813430 252338966 34813430 42
5 251852560_34522515 251852560 34522515 12
5 31156666_252406520 31156666 252406520 16
5 34461526_254611758 34461526 254611758 95
5 261212841_261212839 261212841 261212839 1
5 34555059_252341930 34555059 252341930 64
5 216205665_252338939 216205665 252338939 119
5 251881964_27166951 251881964 27166951 3
5 32572883_32572882 32572883 32572882 6
5 132225956_59842186 132225956 59842186 22
5 32675474_32675472 32675474 32675472 8
5 258495253_258499924 258495253 258499924 9
5 32320937_33199595 32320937 33199595 14
5 35980955_35966858 35980955 35966858 4
5 259412303_259412293 259412303 259412293 25
5 32333962_32333963 32333962 32333963 58
5 31156924_31156925 31156924 31156925 51
5 261070705_261070706 261070705 261070706 0
5 34523712_34523711 34523712 34523711 51
5 34533187_209094332 34533187 209094332 87
5 32627805_38428535 32627805 38428535 8
5 31718366_31718331 31718366 31718331 7
5 252338828_216205914 252338828 216205914 1
5 252406516_84843008 252406516 84843008 5
5 32629251_32629265 32629251 32629265 6
5 36266781_36266773 36266781 36266773 10
5 31803703_33810540 31803703 33810540 35
5 31156660_34678010 31156660 34678010 41
5 34678002_97964818 34678002 97964818 73
5 32335043_26515509 32335043 26515509 18
5 99350016_251881722 99350016 251881722 71
5 26118690_254513587 26118690 254513587 14
5 32594635_32553383 32594635 32553383 20
5 31807244_252025700 31807244 252025700 0
5 31158725_212881026 31158725 212881026 23
5 27166924_27166922 27166924 27166922 6
5 32049282_32049280 32049282 32049280 38
5 209167552_209167555 209167552 209167555 8
5 201867156_32601859 201867156 32601859 32
5 254526173_254526132 254526173 254526132 1
5 59842203_59842200 59842203 59842200 14
5 59842210_252417594 59842210 252417594 18
5 34678024_34678023 34678024 34678023 18
5 247810696_252907846 247810696 252907846 4
5 253181910_27282448 253181910 27282448 3
5 207561458_207561462 207561458 207561462 22
5 35969470_35969472 35969470 35969472 7
5 34539001_252340039 34539001 252340039 104
5 29167829_27166897 29167829 27166897 77
5 32021985_32021986 32021985 32021986 0
5 32892124_32628661 32892124 32628661 13
5 27167104_27167105 27167104 27167105 18
5 254531334_254531335 254531334 254531335 0
5 32528049_32528038 32528049 32528038 0
5 254526110_254526091 254526110 254526091 1
5 32528082_32528068 32528082 32528068 68
5 206358265_206358237 206358265 206358237 14
5 31156950_31156949 31156950 31156949 11
5 31158851_34819772 31158851 34819772 24
5 257441139_32676762 257441139 32676762 8
5 32320949_32627809 32320949 32627809 0
5 32320963_32320965 32320963 32320965 12
5 32912934_32598967 32912934 32598967 6
5 32334001_32333999 32334001 32333999 36
5 35975940_252343345 35975940 252343345 50
5 34522494_34522484 34522494 34522484 69
5 32333989_41060238 32333989 41060238 65
5 52808302_52808298 52808302 52808298 3
5 Wawelska 30901479 32329842 18
5 Wawelska 32329842 32329843 19
5 Wawelska 32329843 54094101 19
5 Wawelska 54094101 32329844 17
5 Wawelska 32329844 32329845 17
5 Wawelska 32329845 32329846 17
5 Wawelska 32329846 32329847 17
5 Wawelska 32329847 32329848 17
5 Wawelska 32329848 32329849 14
5 Wawelska 32329849 32329852 6
5 Wawelska 32329852 32329851 0
6 31156945_31156947 31156945 31156947 42
6 27167600_27167599 27167600 27167599 56
6 36663554_36663553 36663554 36663553 1
6 34555050_252408161 34555050 252408161 35
6 34816514_34816516 34816514 34816516 32
6 31930544_31930533 31930544 31930533 0
6 36307573_36307574 36307573 36307574 4
6 31153918_252343340 31153918 252343340 3
6 32528050_32528037 32528050 32528037 0
6 32675842_32675840 32675842 32675840 60
6 28396135_32529959 28396135 32529959 6
6 32333980_32215286 32333980 32215286 31
6 34696733_34696730 34696733 34696730 39
6 132460751_27282383 132460751 27282383 203
6 251774709_60054506 251774709 60054506 14
6 32601849_32601847 32601849 32601847 1
6 252338817_216205781 252338817 216205781 25
6 34461446_34461444 34461446 34461444 43
6 254531306_254531307 254531306 254531307 35
6 253167893_253167894 253167893 253167894 26
6 252341855_34555652 252341855 34555652 30
6 34554753_34554755 34554753 34554755 8
6 131642290_131642292 131642290 131642292 0
6 251907737_26485601 251907737 26485601 25
6 32676754_32676755 32676754 32676755 2
6 55461850_26385831 55461850 26385831 8
6 27167174_34815626 27167174 34815626 0
6 35159250_35159252 35159250 35159252 0
6 36662877_27166975 36662877 27166975 96
6 32690965_32690955 32690965 32690955 42
6 35988349_27166983 35988349 27166983 53
6 34678020_34678019 34678020 34678019 25
6 252338966_34813430 252338966 34813430 33
6 251852560_34522515 251852560 34522515 63
6 31156666_252406520 31156666 252406520 17
6 34461526_254611758 34461526 254611758 60
6 261212841_261212839 261212841 261212839 1
6 34555059_252341930 34555059 252341930 37
6 216205665_252338939 216205665 252338939 75
6 251881964_27166951 251881964 27166951 0
6 32572883_32572882 32572883 32572882 13
6 132225956_59842186 132225956 59842186 26
6 32675474_32675472 32675474 32675472 0
6 258495253_258499924 258495253 258499924 6
6 32320937_33199595 32320937 33199595 1
6 35980955_35966858 35980955 35966858 2
6 259412303_259412293 259412303 259412293 8
6 32333962_32333963 32333962 32333963 36
6 31156924_31156925 31156924 31156925 61
6 261070705_261070706 261070705 261070706 3
6 34523712_34523711 34523712 34523711 43
6 34533187_209094332 34533187 209094332 32
6 32627805_38428535 32627805 38428535 17
6 31718366_31718331 31718366 31718331 41
6 252338828_216205914 252338828 216205914 5
6 252406516_84843008 252406516 84843008 28
6 32629251_32629265 32629251 32629265 0
6 36266781_36266773 36266781 36266773 21
6 31803703_33810540 31803703 33810540 26
6 31156660_34678010 31156660 34678010 26
6 34678002_97964818 34678002 97964818 10
6 32335043_26515509 32335043 26515509 52
6 99350016_251881722 99350016 251881722 17
6 26118690_254513587 26118690 254513587 21
6 32594635_32553383 32594635 32553383 8
6 31807244_252025700 31807244 252025700 0
6 31158725_212881026 31158725 212881026 17
6 27166924_27166922 27166924 27166922 0
6 32049282_32049280 32049282 32049280 7
6 209167552_209167555 209167552 209167555 4
6 201867156_32601859 201867156 32601859 32
6 254526173_254526132 254526173 254526132 2
6 59842203_59842200 59842203 59842200 14
6 59842210_252417594 59842210 252417594 15
6 34678024_34678023 34678024 34678023 30
6 247810696_252907846 247810696 252907846 1
6 253181910_27282448 253181910 27282448 9
6 207561458_207561462 207561458 207561462 33
6 35969470_35969472 35969470 35969472 6
6 34539001_252340039 34539001 252340039 55
6 29167829_27166897 29167829 27166897 24
6 32021985_32021986 32021985 32021986 0
6 32892124_32628661 32892124 32628661 65
6 27167104_27167105 27167104 27167105 11
6 254531334_254531335 254531334 254531335 0
6 32528049_32528038 32528049 32528038 0
6 254526110_254526091 254526110 254526091 1
6 32528082_32528068 32528082 32528068 22
6 206358265_206358237 206358265 206358237 31
6 31156950_31156949 31156950 31156949 14
6 31158851_34819772 31158851 34819772 0
6 257441139_32676762 257441139 32676762 2
6 32320949_32627809 32320949 32627809 0
6 32320963_32320965 32320963 32320965 24
6 32912934_32598967 32912934 32598967 62
6 32334001_32333999 32334001 32333999 46
6 35975940_252343345 35975940 252343345 54
6 34522494_34522484 34522494 34522484 34
6 32333989_41060238 32333989 41060238 6
6 52808302_52808298 52808302 52808298 5
6 Wawelska 30901479 32329842 5
6 Wawelska 32329842 32329843 5
6 Wawelska 32329843 54094101 0
6 Wawelska 54094101 32329844 0
6 Wawelska 32329844 32329845 0
6 Wawelska 32329845 32329846 0
6 Wawelska 32329846 32329847 0
6 Wawelska 32329847 32329848 0
6 Wawelska 32329848 32329849 3
6 Wawelska 32329849 32329852 11
6 Wawelska 32329852 32329851 17
